provincia,municipi,poblacio,marca,direccio,horari,gasoleo_a,gasolina_95,url
barcelona,sabadell,SABADELL,SHELL,"CALLE C/ DE LA VALL MORANTA C/V C/ CAN BORREL,, 2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-calle-c-de-la-vall-moranta-cv-c-can-borrel-2-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,PETROPRIX,"CALLE BERNAT METGE DE, 197",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-calle-bernat-metge-de-197-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,PETROCAT DIRECTE,CARRETERA TERRASA KM. 216,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-directe-carretera-terrasa-km.-216-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,BP SABADELL,CR TERRASA 101,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-sabadell-cr-terrasa-101-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,REPSOL,"CALLE PRATS LLUSANES - ESQ. C. URGEL, S/N",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-prats-llusanes---esq.-c.-urgel-sn-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,E.S. PUNT DE TROBADA -SABADELL-,"RAMBLA IBERIA D', 203",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-e.s.--punt-de-trobada-----sabadell--rambla-iberia-d-203-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,REPSOL,"CALLE DOMENECH I MONTANER, 96",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-domenech-i-montaner-96-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,MEROIL,"CALLE ARCADIA, 30",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil-calle-arcadia-30-en-el-municipio-sabadell
barcelona,sabadell,SABADELL,U.S.SABADELL - GAS-OILS ROVIRA-,"CALLE ROCAFORT, 40",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-u.s.sabadell-----gas-oils-rovira--calle-rocafort-40-en-el-municipio-sabadell
barcelona,mataro,MATARO,Q8,"CAMI DE SANT CRIST, 63",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8-cami-de-sant-crist-63-en-el-municipio-mataro
barcelona,mataro,MATARO,REPSOL,CARRETERA N-2 KM. 644,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-n-2-km.-644-en-el-municipio-mataro
barcelona,mataro,MATARO,AUTONETOIL,"CALLE PABLO IGLESIAS, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-autonetoil-calle-pablo-iglesias-1-en-el-municipio-mataro
barcelona,mataro,MATARO,GM OIL,"AVENIDA VIA SÈRGIA, 77",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gm-oil-avenida-via-sergia-77-en-el-municipio-mataro
barcelona,mataro,MATARO,Q8,"ALFONSO X EL SABIO, S/N,",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8--alfonso-x-el-sabio-sn--en-el-municipio-mataro
barcelona,mataro,MATARO,GALP,"VÍA SERGIA, 100",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-via-sergia-100-en-el-municipio-mataro
barcelona,mataro,MATARO,REPSOL,"PG MATA ROCAFONDA C/ENERGIA 2-4, S.",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-pg-mata-rocafonda-cenergia-2-4-s.-en-el-municipio-mataro
barcelona,mataro,MATARO,BP ESTACION SERVICIO MATARO,"AVENIDA MARESME, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-estacion-servicio-mataro-avenida-maresme-1-en-el-municipio-mataro
barcelona,mataro,MATARO,PETROPRIX,"CALLE ENERGIA, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-calle-energia-1-en-el-municipio-mataro
barcelona,mataro,MATARO,BALLENOIL,RD PAISOS CATALANS 15,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-rd-paisos-catalans-15-en-el-municipio-mataro
barcelona,mataro,MATARO,ALCAMPO,"C.C.MATARÓ PARK; CTRA.CIRERA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-alcampo-c.c.mataro-park-ctra.cirera-sn-en-el-municipio-mataro
barcelona,mataro,MATARO,REPSOL,"CARRETERA C-1415 KM. 1,4",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-1415-km.-14-en-el-municipio-mataro
barcelona,mataro,MATARO,REPSOL,"VÍA EUROPA, 220",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-via-europa-220-en-el-municipio-mataro
barcelona,mataro,MATARO,SHELL,"CALLE TEIXIDORA (DE LA), 37",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-calle-teixidora-de-la-37-en-el-municipio-mataro
barcelona,mataro,MATARO,MATARO,"AVENIDA MARESME (DEL), 30",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-mataro-avenida-maresme-del-30-en-el-municipio-mataro
barcelona,mataro,MATARO,BALLENOIL,"CAMI SANT CRIST (DEL), 32",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-cami-sant-crist-del-32-en-el-municipio-mataro
barcelona,mataro,MATARO,"NATURGY IBERIA, S.L.",CARRETERA CARRETERA DE BARCELONA (N-II) 50 KM. 645,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-naturgy-iberia-s.l.-carretera-carretera-de-barcelona-n-ii-50-km.-645-en-el-municipio-mataro
barcelona,santa-coloma-de-gramenet,SANTA COLOMA DE GRAMENET,REPSOL,"CL AVENIDA GENERALITAT, 97",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cl-avenida-generalitat-97-en-el-municipio-santa-coloma-de-gramenet
barcelona,santa-coloma-de-gramenet,SANTA COLOMA DE GRAMENET,VILACARBURANTS,"AVENIDA FRANCESC MACIA, 226",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-vilacarburants-avenida-francesc-macia-226-en-el-municipio-santa-coloma-de-gramenet
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,REPSOL,"CR C-1413, 7,7 (C-1413 km 7,75)",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-c-1413-77-c-1413-km-775-en-el-municipio-sant-cugat-del-valles
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,REPSOL,"AUTOVIA E-9 KM. 6,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autovia-e-9-km.-65-en-el-municipio-sant-cugat-del-valles
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,REPSOL,"CALLE CERDANYA ESQ RONDA NORTE, SN",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-cerdanya-esq-ronda-norte-sn-en-el-municipio-sant-cugat-del-valles
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,Q8,CRTA. RUBI - ST.CUGAT - C.C. CAPRABO,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8-crta.-rubi---st.cugat---c.c.-caprabo-en-el-municipio-sant-cugat-del-valles
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,BP COLL FAVA,"RONDA NORD, 30",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-coll-fava-ronda-nord-30-en-el-municipio-sant-cugat-del-valles
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,BP CAN SOLA,CARRETERA CERDANYOLA KM. 108,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-can-sola-carretera-cerdanyola-km.-108-en-el-municipio-sant-cugat-del-valles
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,REPSOL,"AVINGUDA RIUS I TAULET, 137",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avinguda-rius-i-taulet-137-en-el-municipio-sant-cugat-del-valles
barcelona,sant-cugat-del-valles,SANT CUGAT DEL VALLES,REPSOL,"AVENIDA AUGUSTA, SN",L-S: 06:00-22:00; D: 07:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-augusta-sn-en-el-municipio-sant-cugat-del-valles
